CustomerKey,CustomerID,Country
227,12484,Spain
228,14895,United Kingdom
229,15291,United Kingdom
230,17209,United Kingdom
231,15658,United Kingdom
232,17314,United Kingdom
233,17155,United Kingdom
234,15965,United Kingdom
235,17322,United Kingdom
236,16159,United Kingdom
237,14051,United Kingdom
238,13993,United Kingdom
239,17411,United Kingdom
240,15768,United Kingdom
241,12835,United Kingdom
242,15179,United Kingdom
243,17069,United Kingdom
244,16918,United Kingdom
245,15466,United Kingdom
246,14159,United Kingdom
247,17940,United Kingdom
248,17581,United Kingdom
249,16168,United Kingdom
250,14606,United Kingdom
251,17287,United Kingdom
252,17913,United Kingdom
253,13416,United Kingdom
254,16779,United Kingdom
255,13895,United Kingdom
256,14057,United Kingdom
257,17017,United Kingdom
258,13208,United Kingdom
259,17465,United Kingdom
260,13468,United Kingdom
261,13485,United Kingdom
262,17271,United Kingdom
263,16139,United Kingdom
264,15953,United Kingdom
265,15856,United Kingdom
266,14967,United Kingdom
267,16497,United Kingdom
268,17764,United Kingdom
269,14905,United Kingdom
270,18229,United Kingdom
271,13001,United Kingdom
272,17293,United Kingdom
273,17853,United Kingdom
274,15550,United Kingdom
275,13531,United Kingdom
276,13786,United Kingdom
277,14952,United Kingdom
278,14031,United Kingdom
279,12937,United Kingdom
280,16612,United Kingdom
281,12949,United Kingdom
282,14958,United Kingdom
283,17329,United Kingdom
284,17576,United Kingdom
285,16736,United Kingdom
286,14644,United Kingdom
287,14898,United Kingdom
288,14662,United Kingdom
289,17414,United Kingdom
290,14755,United Kingdom
291,13037,United Kingdom
292,14710,United Kingdom
293,18168,United Kingdom
294,17679,United Kingdom
295,16570,United Kingdom
296,17851,United Kingdom
297,14277,France
298,14750,United Kingdom
299,16549,United Kingdom
300,16791,United Kingdom
301,16558,United Kingdom
302,15884,United Kingdom
303,17663,United Kingdom
304,17343,United Kingdom
305,17372,United Kingdom
306,16003,United Kingdom
307,17432,United Kingdom
308,14713,United Kingdom
309,16722,United Kingdom
310,12577,France
311,12872,United Kingdom
312,15755,United Kingdom
313,14258,United Kingdom
314,14286,United Kingdom
315,13154,United Kingdom
316,14564,Channel Islands
317,13408,United Kingdom
318,16961,United Kingdom
319,16645,United Kingdom
320,12714,France
321,12525,France
322,16335,United Kingdom
323,14221,United Kingdom
324,13093,United Kingdom
325,12759,Netherlands
326,13666,United Kingdom
327,17160,United Kingdom
328,13946,United Kingdom
329,14723,United Kingdom
330,14961,United Kingdom
331,14735,United Kingdom
332,18061,United Kingdom
333,15078,United Kingdom
334,17389,United Kingdom
335,16883,United Kingdom
336,13175,United Kingdom
337,17076,United Kingdom
338,13948,United Kingdom
339,18223,United Kingdom
340,16192,United Kingdom
341,16541,United Kingdom
342,15999,United Kingdom
343,15109,United Kingdom
344,14680,United Kingdom
345,18092,United Kingdom
346,16891,United Kingdom
347,13481,United Kingdom
348,13807,United Kingdom
349,12349,Italy
350,14979,United Kingdom
351,16656,United Kingdom
352,16746,United Kingdom
353,17157,United Kingdom
354,15309,United Kingdom
355,16325,United Kingdom
356,16723,United Kingdom
357,16699,United Kingdom
358,16710,United Kingdom
359,12510,Spain
360,13162,United Kingdom
361,15382,United Kingdom
362,13680,United Kingdom
363,12970,United Kingdom
364,17935,United Kingdom
365,17593,United Kingdom
366,15767,United Kingdom
367,17151,United Kingdom
368,16451,United Kingdom
369,17127,United Kingdom
370,13694,United Kingdom
371,14087,United Kingdom
372,13733,United Kingdom
373,18181,United Kingdom
374,13174,United Kingdom
375,13329,United Kingdom
376,17421,United Kingdom
377,16351,United Kingdom
378,15684,United Kingdom
379,17884,United Kingdom
380,15514,United Kingdom
381,18225,United Kingdom
382,13679,United Kingdom
383,12748,United Kingdom
384,13199,United Kingdom
385,13487,United Kingdom
386,17018,United Kingdom
387,18071,United Kingdom
388,16593,United Kingdom
389,14238,United Kingdom
390,15223,United Kingdom
391,13021,United Kingdom
392,17115,United Kingdom
393,17850,United Kingdom
394,14239,United Kingdom
395,13999,United Kingdom
396,13958,United Kingdom
397,13641,United Kingdom
398,15420,United Kingdom
399,12359,Cyprus
400,12820,United Kingdom
401,16410,United Kingdom
402,15240,United Kingdom
403,16158,United Kingdom
404,15484,United Kingdom
405,14709,United Kingdom
406,15057,United Kingdom
407,14867,United Kingdom
408,17642,United Kingdom
409,13813,Germany
410,13589,United Kingdom
411,12417,Belgium
412,17920,United Kingdom
413,12975,United Kingdom
414,16104,United Kingdom
415,17150,United Kingdom
416,15059,United Kingdom
417,16277,United Kingdom
418,17244,United Kingdom
419,15260,United Kingdom
420,12583,France
421,15555,United Kingdom
422,13736,United Kingdom
423,14133,United Kingdom
424,15571,United Kingdom
425,13448,United Kingdom
426,17085,United Kingdom
427,14468,United Kingdom
428,16395,United Kingdom
429,16485,United Kingdom
430,15878,United Kingdom
431,15860,United Kingdom
432,13373,United Kingdom
433,14608,United Kingdom
434,14896,United Kingdom
435,14717,United Kingdom
436,16964,United Kingdom
437,15983,United Kingdom
438,13782,United Kingdom
439,14454,United Kingdom
440,16718,United Kingdom
441,15751,United Kingdom
442,14546,United Kingdom
443,17848,United Kingdom
444,17561,United Kingdom
445,15547,United Kingdom
446,17969,United Kingdom
447,17406,United Kingdom
448,14479,United Kingdom
449,14548,United Kingdom
450,17916,United Kingdom
451,15822,United Kingdom
452,13211,United Kingdom
453,13319,United Kingdom
454,17610,United Kingdom
455,16773,United Kingdom
456,15479,United Kingdom
457,13890,United Kingdom
458,15641,United Kingdom
459,14123,United Kingdom
460,13019,United Kingdom
461,17858,United Kingdom
462,14940,United Kingdom
463,16686,United Kingdom
464,15691,United Kingdom
465,16436,United Kingdom
466,17530,United Kingdom
467,13491,United Kingdom
468,14003,United Kingdom
469,12839,United Kingdom
470,17557,United Kingdom
471,14738,United Kingdom
472,16124,United Kingdom
473,14113,United Kingdom
474,17739,United Kingdom
475,16556,United Kingdom
476,14695,United Kingdom
477,14828,United Kingdom
478,15115,United Kingdom
479,13693,United Kingdom
480,14955,United Kingdom
481,14037,United Kingdom
482,18077,United Kingdom
483,13905,United Kingdom
484,17508,Greece
485,16768,United Kingdom
486,13984,United Kingdom
487,13495,United Kingdom
488,13190,United Kingdom
489,14408,United Kingdom
490,15358,United Kingdom
491,17707,United Kingdom
492,17044,United Kingdom
493,14471,United Kingdom
494,17436,United Kingdom
495,13234,United Kingdom
496,16404,United Kingdom
497,14574,United Kingdom
498,15716,United Kingdom
499,16684,United Kingdom
500,14540,United Kingdom
501,14307,United Kingdom
502,18219,United Kingdom
503,12747,United Kingdom
504,18162,United Kingdom
505,17441,United Kingdom
506,17988,United Kingdom
507,12600,Germany
508,13206,United Kingdom
509,14512,United Kingdom
510,16353,United Kingdom
511,16018,United Kingdom
512,14670,United Kingdom
513,14590,United Kingdom
514,12677,France
515,12424,Australia
516,17457,United Kingdom
517,15421,United Kingdom
518,17990,United Kingdom
519,13148,United Kingdom
520,17364,United Kingdom
521,13042,United Kingdom
522,12443,Norway
523,15694,United Kingdom
524,16717,United Kingdom
525,17231,United Kingdom
526,16702,United Kingdom
527,13267,United Kingdom
528,12540,Spain
529,17270,United Kingdom
530,14209,United Kingdom
531,14763,United Kingdom
532,14013,United Kingdom
533,13393,United Kingdom
534,15369,United Kingdom
535,12358,Austria
536,18259,United Kingdom
537,17047,United Kingdom
538,14136,United Kingdom
539,16735,United Kingdom
540,14215,United Kingdom
541,15971,United Kingdom
542,13382,United Kingdom
543,13025,United Kingdom
544,16013,United Kingdom
545,18002,United Kingdom
546,17854,United Kingdom
547,15079,United Kingdom
548,16029,United Kingdom
549,18271,United Kingdom
550,14290,United Kingdom
551,17268,United Kingdom
552,17067,United Kingdom
553,16560,United Kingdom
554,14861,United Kingdom
555,17371,United Kingdom
556,13091,United Kingdom
557,18145,United Kingdom
558,16400,United Kingdom
559,15093,United Kingdom
560,13643,United Kingdom
561,17852,United Kingdom
562,17213,United Kingdom
563,15456,United Kingdom
564,13571,United Kingdom
565,16732,United Kingdom
566,16940,United Kingdom
567,15162,United Kingdom
568,18203,United Kingdom
569,14494,United Kingdom
570,17978,United Kingdom
571,15031,United Kingdom
572,14085,United Kingdom
573,17230,United Kingdom
574,13915,United Kingdom
575,13410,United Kingdom
576,14925,United Kingdom
577,14063,United Kingdom
578,12785,Portugal
579,13081,United Kingdom
580,14605,United Kingdom
581,14337,United Kingdom
582,14285,United Kingdom
583,16892,United Kingdom
584,16523,United Kingdom
585,13204,United Kingdom
586,15924,United Kingdom
587,15823,United Kingdom
588,13576,United Kingdom
589,17178,United Kingdom
590,13798,United Kingdom
591,18275,United Kingdom
592,15317,United Kingdom
593,13855,United Kingdom
594,15298,United Kingdom
595,15903,United Kingdom
596,16822,United Kingdom
597,14864,United Kingdom
598,12746,United Kingdom
599,15674,United Kingdom
600,13414,United Kingdom
601,13902,Denmark
602,14679,United Kingdom
603,18070,United Kingdom
604,18252,United Kingdom
605,15935,United Kingdom
606,16253,United Kingdom
607,13136,United Kingdom
608,17531,United Kingdom
609,16853,United Kingdom
610,17340,United Kingdom
611,13112,United Kingdom
612,13557,United Kingdom
613,16204,United Kingdom
614,15633,United Kingdom
615,15203,United Kingdom
616,17612,United Kingdom
617,14907,United Kingdom
618,13107,United Kingdom
619,15137,United Kingdom
620,14817,United Kingdom
621,15181,United Kingdom
622,13872,United Kingdom
623,14267,United Kingdom
624,17188,United Kingdom
625,13455,United Kingdom
626,12487,Sweden
627,12896,United Kingdom
628,13114,United Kingdom
629,14291,United Kingdom
630,12712,Germany
631,12472,Germany
632,14732,United Kingdom
633,13202,United Kingdom
634,16945,United Kingdom
635,13672,United Kingdom
636,17929,United Kingdom
637,16771,United Kingdom
638,16782,United Kingdom
639,18051,United Kingdom
640,16912,United Kingdom
641,12924,United Kingdom
642,15403,United Kingdom
643,14173,United Kingdom
644,14211,United Kingdom
645,14593,United Kingdom
646,16802,United Kingdom
647,14295,United Kingdom
648,15302,United Kingdom
649,16709,United Kingdom
650,17954,United Kingdom
651,13727,United Kingdom
652,15911,United Kingdom
653,14990,United Kingdom
654,16705,United Kingdom
655,13141,United Kingdom
656,12709,Germany
657,14171,United Kingdom
658,13983,United Kingdom
659,17296,United Kingdom
660,17631,United Kingdom
661,17449,United Kingdom
662,17184,United Kingdom
663,14107,United Kingdom
664,12917,United Kingdom
665,16755,United Kingdom
666,13825,United Kingdom
667,13770,United Kingdom
668,14505,United Kingdom
669,15441,United Kingdom
670,16933,United Kingdom
671,13426,United Kingdom
672,17043,United Kingdom
673,13498,United Kingdom
674,16186,United Kingdom
675,18065,United Kingdom
676,17880,United Kingdom
677,13848,United Kingdom
678,15077,United Kingdom
679,13728,United Kingdom
680,15209,United Kingdom
681,15841,United Kingdom
682,14134,United Kingdom
683,15465,United Kingdom
684,17603,United Kingdom
685,16143,United Kingdom
686,14942,United Kingdom
687,17861,United Kingdom
688,14293,United Kingdom
689,12978,United Kingdom
690,15039,United Kingdom
691,16843,United Kingdom
692,15858,United Kingdom
693,17388,United Kingdom
694,15085,United Kingdom
695,15642,United Kingdom
696,14099,United Kingdom
697,15854,United Kingdom
698,17027,United Kingdom
699,15889,United Kingdom
700,16748,United Kingdom
701,16057,United Kingdom
702,16459,United Kingdom
703,13173,United Kingdom
704,15805,United Kingdom
705,15912,United Kingdom
706,16596,United Kingdom
707,16663,United Kingdom
708,12989,United Kingdom
709,16985,United Kingdom
710,14648,United Kingdom
711,15573,United Kingdom
712,15367,United Kingdom
713,14062,United Kingdom
714,14043,United Kingdom
715,15157,United Kingdom
716,15623,United Kingdom
717,13831,United Kingdom
718,14626,United Kingdom
719,15916,United Kingdom
720,15032,United Kingdom
721,16670,United Kingdom
722,15882,United Kingdom
723,17032,United Kingdom
724,12979,United Arab Emirates
725,15738,United Kingdom
726,17239,United Kingdom
727,17675,United Kingdom
728,16901,United Kingdom
729,12933,United Kingdom
730,14507,United Kingdom
731,17696,United Kingdom
732,18276,United Kingdom
733,14081,United Kingdom
734,17351,United Kingdom
735,16450,United Kingdom
736,17627,United Kingdom
737,14389,United Kingdom
738,14194,United Kingdom
739,16798,United Kingdom
740,17512,United Kingdom
741,13542,United Kingdom
742,16905,United Kingdom
743,15494,United Kingdom
744,14702,United Kingdom
745,17165,United Kingdom
746,16293,United Kingdom
747,15769,United Kingdom
748,18172,United Kingdom
749,18268,United Kingdom
750,14519,United Kingdom
751,14191,United Kingdom
752,13077,United Kingdom
753,17344,United Kingdom
754,14643,United Kingdom
755,14319,United Kingdom
756,12957,United Kingdom
757,14577,United Kingdom
758,17409,United Kingdom
759,16470,United Kingdom
760,16191,United Kingdom
761,16580,United Kingdom
762,16365,United Kingdom
763,13418,United Kingdom
764,12854,United Kingdom
765,15197,United Kingdom
766,13953,United Kingdom
767,16917,United Kingdom
768,17681,United Kingdom
769,17677,United Kingdom
770,13874,United Kingdom
771,17645,United Kingdom
772,16094,United Kingdom
773,16220,United Kingdom
774,17083,United Kingdom
775,14298,United Kingdom
776,16952,United Kingdom
777,18094,United Kingdom
778,14627,United Kingdom
779,14625,United Kingdom
780,13415,United Kingdom
781,13668,United Kingdom
782,16512,United Kingdom
783,14790,United Kingdom
784,17487,United Kingdom
785,17958,United Kingdom
786,17754,United Kingdom
787,15898,United Kingdom
788,14130,United Kingdom
789,17860,United Kingdom
790,12664,Finland
791,14685,United Kingdom
792,16719,United Kingdom
793,16442,United Kingdom
794,13317,United Kingdom
795,15196,United Kingdom
796,15956,United Kingdom
797,15169,United Kingdom
798,15503,United Kingdom
799,13026,United Kingdom
800,15144,United Kingdom
801,12843,United Kingdom
802,14161,United Kingdom
803,17172,United Kingdom
804,16830,United Kingdom
805,16127,United Kingdom
806,17539,United Kingdom
807,15944,United Kingdom
808,17211,United Kingdom
809,14514,United Kingdom
810,17066,United Kingdom
811,15850,United Kingdom
812,17290,United Kingdom
813,13735,United Kingdom
814,12681,France
815,17802,United Kingdom
816,15628,United Kingdom
817,15446,United Kingdom
818,14525,United Kingdom
819,14751,United Kingdom
820,12683,France
821,13087,United Kingdom
822,15562,United Kingdom
823,17819,United Kingdom
824,16409,United Kingdom
825,14466,United Kingdom
826,16725,United Kingdom
827,17799,United Kingdom
828,17910,United Kingdom
829,16551,United Kingdom
830,15577,United Kingdom
831,12439,Cyprus
832,13462,United Kingdom
833,13013,United Kingdom
834,14977,United Kingdom
835,17886,United Kingdom
836,16769,United Kingdom
837,17075,United Kingdom
838,16190,United Kingdom
839,14032,United Kingdom
840,17825,United Kingdom
841,15329,United Kingdom
842,17908,United Kingdom
843,15534,United Kingdom
844,16327,United Kingdom
845,15920,United Kingdom
846,12613,Germany
847,17318,United Kingdom
848,17965,United Kingdom
849,14401,United Kingdom
850,15188,United Kingdom
851,14372,United Kingdom
852,15015,United Kingdom
853,16206,United Kingdom
854,13510,United Kingdom
855,16019,United Kingdom
856,12926,United Kingdom
857,17623,United Kingdom
858,14796,United Kingdom
859,14042,United Kingdom
860,15867,United Kingdom
861,16805,United Kingdom
862,16125,United Kingdom
863,13591,United Kingdom
864,16280,United Kingdom
865,12920,United Kingdom
866,17866,United Kingdom
867,13577,United Kingdom
868,16064,United Kingdom
869,17416,United Kingdom
870,15640,United Kingdom
871,12992,United Kingdom
872,15672,United Kingdom
873,13000,United Kingdom
874,17012,United Kingdom
875,16098,United Kingdom
876,16554,United Kingdom
877,13004,United Kingdom
878,15838,United Kingdom
879,17572,United Kingdom
880,17251,United Kingdom
881,16858,United Kingdom
882,17082,United Kingdom
883,14607,United Kingdom
884,17262,United Kingdom
885,18220,United Kingdom
886,17625,United Kingdom
887,17233,United Kingdom
888,17095,United Kingdom
889,16713,United Kingdom
890,12941,United Kingdom
891,17596,United Kingdom
892,15812,United Kingdom
893,14966,United Kingdom
894,15070,United Kingdom
895,18260,United Kingdom
896,16749,United Kingdom
897,13405,United Kingdom
898,17797,United Kingdom
899,13823,United Kingdom
900,15566,United Kingdom
901,13050,United Kingdom
902,13756,United Kingdom
903,17816,United Kingdom
904,16308,United Kingdom
905,15785,United Kingdom
906,14897,United Kingdom
907,15527,United Kingdom
908,17368,United Kingdom
909,15637,United Kingdom
910,15393,United Kingdom
911,18177,United Kingdom
912,13473,United Kingdom
913,16605,United Kingdom
914,12956,United Kingdom
915,12971,United Kingdom
916,15394,United Kingdom
917,14460,United Kingdom
918,14769,United Kingdom
919,15312,United Kingdom
920,17646,United Kingdom
921,13952,United Kingdom
922,15713,United Kingdom
923,16366,United Kingdom
924,18286,United Kingdom
925,13047,United Kingdom
926,14869,United Kingdom
927,16197,United Kingdom
928,13074,United Kingdom
929,13289,United Kingdom
930,16119,United Kingdom
931,13769,United Kingdom
932,15184,United Kingdom
933,15499,United Kingdom
934,12586,Italy
935,18012,United Kingdom
936,13403,United Kingdom
937,17833,United Kingdom
938,15222,United Kingdom
939,13178,United Kingdom
940,14415,United Kingdom
941,16195,United Kingdom
942,17776,United Kingdom
943,16569,United Kingdom
944,17469,United Kingdom
945,14055,United Kingdom
946,17873,United Kingdom
947,15044,United Kingdom
948,14329,United Kingdom
949,16694,United Kingdom
950,15055,United Kingdom
951,18144,United Kingdom
952,13008,United Kingdom
953,13941,United Kingdom
954,14092,United Kingdom
955,12867,United Kingdom
956,16742,United Kingdom
957,15498,United Kingdom
958,17402,United Kingdom
959,18201,United Kingdom
960,13225,United Kingdom
961,17662,United Kingdom
962,15863,United Kingdom
963,18186,United Kingdom
964,13875,United Kingdom
965,12557,Spain
966,13266,United Kingdom
967,14484,United Kingdom
968,18097,United Kingdom
969,13520,Switzerland
970,15862,United Kingdom
971,14422,United Kingdom
972,18006,United Kingdom
973,14095,United Kingdom
974,16908,United Kingdom
975,13427,United Kingdom
976,17103,United Kingdom
977,13203,United Kingdom
978,16439,United Kingdom
979,15270,United Kingdom
980,16661,United Kingdom
981,17400,United Kingdom
982,12997,United Kingdom
983,17526,United Kingdom
984,13039,United Kingdom
985,15428,United Kingdom
986,13834,United Kingdom
987,15782,United Kingdom
988,16720,United Kingdom
989,14112,United Kingdom
990,15321,United Kingdom
991,16148,United Kingdom
992,15879,United Kingdom
993,17638,United Kingdom
994,12708,Germany
995,12826,United Kingdom
996,16772,United Kingdom
997,17927,United Kingdom
998,14083,United Kingdom
999,14555,United Kingdom
1000,16296,United Kingdom
1001,18036,United Kingdom
1002,13921,United Kingdom
1003,12455,Cyprus
1004,13995,United Kingdom
1005,12422,Australia
1006,16600,United Kingdom
1007,17028,United Kingdom
1008,16222,United Kingdom
1009,15497,United Kingdom
1010,14949,United Kingdom
1011,17324,United Kingdom
1012,15409,United Kingdom
1013,13327,United Kingdom
1014,13781,United Kingdom
1015,16592,United Kingdom
1016,14105,United Kingdom
1017,13847,United Kingdom
1018,15518,United Kingdom
1019,17624,United Kingdom
1020,13871,United Kingdom
1021,12609,Germany
1022,14404,United Kingdom
1023,13111,United Kingdom
1024,16282,United Kingdom
1025,14119,United Kingdom
1026,17182,United Kingdom
1027,14819,United Kingdom
1028,14480,United Kingdom
1029,17888,United Kingdom
1030,15810,United Kingdom
1031,17632,United Kingdom
1032,18251,United Kingdom
1033,12440,Austria
1034,18190,United Kingdom
1035,13082,United Kingdom
1036,15064,United Kingdom
1037,13883,United Kingdom
1038,14477,United Kingdom
1039,14151,United Kingdom
1040,12539,Spain
1041,13287,United Kingdom
1042,13821,United Kingdom
1043,16792,United Kingdom
1044,17807,United Kingdom
1045,14839,United Kingdom
1046,17950,United Kingdom
1047,16875,United Kingdom
1048,13901,United Kingdom
1049,14198,United Kingdom
1050,15521,United Kingdom
1051,18171,United Kingdom
1052,16017,United Kingdom
1053,13253,United Kingdom
1054,13338,United Kingdom
1055,14969,United Kingdom
1056,15865,United Kingdom
1057,13610,United Kingdom
1058,13965,United Kingdom
1059,14954,United Kingdom
1060,14210,United Kingdom
1061,17362,United Kingdom
1062,18008,United Kingdom
1063,17753,United Kingdom
1064,17941,United Kingdom
1065,17404,Sweden
1066,14541,United Kingdom
1067,15266,United Kingdom
1068,16641,United Kingdom
1069,16862,United Kingdom
1070,16888,United Kingdom
1071,15622,United Kingdom
1072,13594,United Kingdom
1073,15874,United Kingdom
1074,15100,United Kingdom
1075,15324,United Kingdom
1076,14465,United Kingdom
1077,15152,United Kingdom
1078,12678,France
1079,13749,United Kingdom
1080,12648,Germany
1081,15586,United Kingdom
1082,14045,United Kingdom
1083,13360,United Kingdom
1084,15827,United Kingdom
1085,13854,United Kingdom
1086,16103,United Kingdom
1087,15607,United Kingdom
1088,16027,United Kingdom
1089,14327,United Kingdom
1090,18170,United Kingdom
1091,14016,EIRE
1092,13044,United Kingdom
1093,14573,United Kingdom
1094,13259,United Kingdom
1095,16109,United Kingdom
1096,16787,United Kingdom
1097,14849,United Kingdom
1098,14532,United Kingdom
1099,17323,United Kingdom
1100,14160,United Kingdom
1101,13762,United Kingdom
1102,18231,United Kingdom
1103,12951,United Kingdom
1104,14091,United Kingdom
1105,13634,United Kingdom
1106,17222,United Kingdom
1107,18242,United Kingdom
1108,17147,United Kingdom
1109,17113,United Kingdom
1110,13709,United Kingdom
1111,17139,United Kingdom
1112,18115,United Kingdom
1113,17529,United Kingdom
1114,12549,USA
1115,12875,United Kingdom
1116,17740,United Kingdom
1117,15549,United Kingdom
1118,14984,United Kingdom
1119,12406,Denmark
1120,17023,United Kingdom
1121,13433,United Kingdom
1122,15186,United Kingdom
1123,12939,United Kingdom
1124,16841,United Kingdom
1125,17945,United Kingdom
1126,15299,United Kingdom
1127,15002,United Kingdom
1128,12623,Germany
1129,13622,United Kingdom
1130,14225,United Kingdom
1131,14241,United Kingdom
1132,17352,United Kingdom
1133,12649,Germany
1134,13696,United Kingdom
1135,14137,United Kingdom
1136,14154,United Kingdom
1137,14826,United Kingdom
1138,16585,United Kingdom
1139,15513,United Kingdom
1140,12647,Germany
1141,17962,United Kingdom
1142,17757,United Kingdom
1143,14146,United Kingdom
1144,13929,United Kingdom
1145,16304,United Kingdom
1146,13152,United Kingdom
1147,18041,United Kingdom
1148,13787,United Kingdom
1149,16414,United Kingdom
1150,14256,United Kingdom
1151,16660,United Kingdom
1152,14423,United Kingdom
1153,18134,United Kingdom
1154,12644,Germany
1155,17496,United Kingdom
1156,15605,United Kingdom
1157,13233,United Kingdom
1158,15046,United Kingdom
1159,13562,United Kingdom
1160,12431,Belgium
1161,15359,United Kingdom
1162,18106,United Kingdom
1163,12789,Netherlands
1164,15771,United Kingdom
1165,16452,United Kingdom
1166,14324,United Kingdom
