DateKey,Date,Year,Quarter,Month,MonthName,Day,Week
20100221,2010-02-21,2010,Q1,2,February,21,7
20100222,2010-02-22,2010,Q1,2,February,22,8
20100223,2010-02-23,2010,Q1,2,February,23,8
20100224,2010-02-24,2010,Q1,2,February,24,8
20100225,2010-02-25,2010,Q1,2,February,25,8
20100226,2010-02-26,2010,Q1,2,February,26,8
20100228,2010-02-28,2010,Q1,2,February,28,8
20100301,2010-03-01,2010,Q1,3,March,1,9
20100302,2010-03-02,2010,Q1,3,March,2,9
20100303,2010-03-03,2010,Q1,3,March,3,9
20100304,2010-03-04,2010,Q1,3,March,4,9
20100305,2010-03-05,2010,Q1,3,March,5,9
20100307,2010-03-07,2010,Q1,3,March,7,9
20100308,2010-03-08,2010,Q1,3,March,8,10
20100309,2010-03-09,2010,Q1,3,March,9,10
20100310,2010-03-10,2010,Q1,3,March,10,10
20100311,2010-03-11,2010,Q1,3,March,11,10
20100312,2010-03-12,2010,Q1,3,March,12,10
20100314,2010-03-14,2010,Q1,3,March,14,10
20100315,2010-03-15,2010,Q1,3,March,15,11
20100316,2010-03-16,2010,Q1,3,March,16,11
20100317,2010-03-17,2010,Q1,3,March,17,11
20100318,2010-03-18,2010,Q1,3,March,18,11
20100319,2010-03-19,2010,Q1,3,March,19,11
20100321,2010-03-21,2010,Q1,3,March,21,11
20100322,2010-03-22,2010,Q1,3,March,22,12
20100323,2010-03-23,2010,Q1,3,March,23,12
20100324,2010-03-24,2010,Q1,3,March,24,12
20100325,2010-03-25,2010,Q1,3,March,25,12
20100326,2010-03-26,2010,Q1,3,March,26,12
20100328,2010-03-28,2010,Q1,3,March,28,12
20100329,2010-03-29,2010,Q1,3,March,29,13
20100330,2010-03-30,2010,Q1,3,March,30,13
20100331,2010-03-31,2010,Q1,3,March,31,13
20100401,2010-04-01,2010,Q2,4,April,1,13
20100406,2010-04-06,2010,Q2,4,April,6,14
20100407,2010-04-07,2010,Q2,4,April,7,14
20100408,2010-04-08,2010,Q2,4,April,8,14
20100409,2010-04-09,2010,Q2,4,April,9,14
20100411,2010-04-11,2010,Q2,4,April,11,14
20100412,2010-04-12,2010,Q2,4,April,12,15
20100413,2010-04-13,2010,Q2,4,April,13,15
20100414,2010-04-14,2010,Q2,4,April,14,15
20100415,2010-04-15,2010,Q2,4,April,15,15
20100416,2010-04-16,2010,Q2,4,April,16,15
20100418,2010-04-18,2010,Q2,4,April,18,15
20100419,2010-04-19,2010,Q2,4,April,19,16
20100420,2010-04-20,2010,Q2,4,April,20,16
20100421,2010-04-21,2010,Q2,4,April,21,16
20100422,2010-04-22,2010,Q2,4,April,22,16
20100423,2010-04-23,2010,Q2,4,April,23,16
20100425,2010-04-25,2010,Q2,4,April,25,16
20100426,2010-04-26,2010,Q2,4,April,26,17
20100427,2010-04-27,2010,Q2,4,April,27,17
20100428,2010-04-28,2010,Q2,4,April,28,17
20100429,2010-04-29,2010,Q2,4,April,29,17
20100430,2010-04-30,2010,Q2,4,April,30,17
20100502,2010-05-02,2010,Q2,5,May,2,17
20100504,2010-05-04,2010,Q2,5,May,4,18
20100505,2010-05-05,2010,Q2,5,May,5,18
20100506,2010-05-06,2010,Q2,5,May,6,18
20100507,2010-05-07,2010,Q2,5,May,7,18
20100509,2010-05-09,2010,Q2,5,May,9,18
20100510,2010-05-10,2010,Q2,5,May,10,19
20100511,2010-05-11,2010,Q2,5,May,11,19
20100512,2010-05-12,2010,Q2,5,May,12,19
20100513,2010-05-13,2010,Q2,5,May,13,19
20100514,2010-05-14,2010,Q2,5,May,14,19
20100516,2010-05-16,2010,Q2,5,May,16,19
20100517,2010-05-17,2010,Q2,5,May,17,20
20100518,2010-05-18,2010,Q2,5,May,18,20
20100519,2010-05-19,2010,Q2,5,May,19,20
20100520,2010-05-20,2010,Q2,5,May,20,20
20100521,2010-05-21,2010,Q2,5,May,21,20
20100523,2010-05-23,2010,Q2,5,May,23,20
20100524,2010-05-24,2010,Q2,5,May,24,21
20100525,2010-05-25,2010,Q2,5,May,25,21
20100526,2010-05-26,2010,Q2,5,May,26,21
20100527,2010-05-27,2010,Q2,5,May,27,21
20100528,2010-05-28,2010,Q2,5,May,28,21
20100530,2010-05-30,2010,Q2,5,May,30,21
20100601,2010-06-01,2010,Q2,6,June,1,22
20100602,2010-06-02,2010,Q2,6,June,2,22
20100603,2010-06-03,2010,Q2,6,June,3,22
20100604,2010-06-04,2010,Q2,6,June,4,22
20100606,2010-06-06,2010,Q2,6,June,6,22
20100607,2010-06-07,2010,Q2,6,June,7,23
20100608,2010-06-08,2010,Q2,6,June,8,23
20100609,2010-06-09,2010,Q2,6,June,9,23
20100610,2010-06-10,2010,Q2,6,June,10,23
20100611,2010-06-11,2010,Q2,6,June,11,23
20100613,2010-06-13,2010,Q2,6,June,13,23
20100614,2010-06-14,2010,Q2,6,June,14,24
20100615,2010-06-15,2010,Q2,6,June,15,24
20100616,2010-06-16,2010,Q2,6,June,16,24
20100617,2010-06-17,2010,Q2,6,June,17,24
20100618,2010-06-18,2010,Q2,6,June,18,24
20100620,2010-06-20,2010,Q2,6,June,20,24
20100621,2010-06-21,2010,Q2,6,June,21,25
20100622,2010-06-22,2010,Q2,6,June,22,25
20100623,2010-06-23,2010,Q2,6,June,23,25
20100624,2010-06-24,2010,Q2,6,June,24,25
20100625,2010-06-25,2010,Q2,6,June,25,25
20100627,2010-06-27,2010,Q2,6,June,27,25
20100628,2010-06-28,2010,Q2,6,June,28,26
20100629,2010-06-29,2010,Q2,6,June,29,26
20100630,2010-06-30,2010,Q2,6,June,30,26
20100701,2010-07-01,2010,Q3,7,July,1,26
20100702,2010-07-02,2010,Q3,7,July,2,26
20100704,2010-07-04,2010,Q3,7,July,4,26
20100705,2010-07-05,2010,Q3,7,July,5,27
20100706,2010-07-06,2010,Q3,7,July,6,27
20100707,2010-07-07,2010,Q3,7,July,7,27
20100708,2010-07-08,2010,Q3,7,July,8,27
20100709,2010-07-09,2010,Q3,7,July,9,27
20100711,2010-07-11,2010,Q3,7,July,11,27
20100712,2010-07-12,2010,Q3,7,July,12,28
20100713,2010-07-13,2010,Q3,7,July,13,28
20100714,2010-07-14,2010,Q3,7,July,14,28
20100715,2010-07-15,2010,Q3,7,July,15,28
20100716,2010-07-16,2010,Q3,7,July,16,28
20100718,2010-07-18,2010,Q3,7,July,18,28
20100719,2010-07-19,2010,Q3,7,July,19,29
20100720,2010-07-20,2010,Q3,7,July,20,29
20100721,2010-07-21,2010,Q3,7,July,21,29
20100722,2010-07-22,2010,Q3,7,July,22,29
20100723,2010-07-23,2010,Q3,7,July,23,29
20100725,2010-07-25,2010,Q3,7,July,25,29
20100726,2010-07-26,2010,Q3,7,July,26,30
20100727,2010-07-27,2010,Q3,7,July,27,30
20100728,2010-07-28,2010,Q3,7,July,28,30
20100729,2010-07-29,2010,Q3,7,July,29,30
20100730,2010-07-30,2010,Q3,7,July,30,30
20100801,2010-08-01,2010,Q3,8,August,1,30
20100802,2010-08-02,2010,Q3,8,August,2,31
20100803,2010-08-03,2010,Q3,8,August,3,31
20100804,2010-08-04,2010,Q3,8,August,4,31
20100805,2010-08-05,2010,Q3,8,August,5,31
20100806,2010-08-06,2010,Q3,8,August,6,31
20100808,2010-08-08,2010,Q3,8,August,8,31
20100809,2010-08-09,2010,Q3,8,August,9,32
20100810,2010-08-10,2010,Q3,8,August,10,32
20100811,2010-08-11,2010,Q3,8,August,11,32
20100812,2010-08-12,2010,Q3,8,August,12,32
20100813,2010-08-13,2010,Q3,8,August,13,32
20100815,2010-08-15,2010,Q3,8,August,15,32
20100816,2010-08-16,2010,Q3,8,August,16,33
20100817,2010-08-17,2010,Q3,8,August,17,33
20100818,2010-08-18,2010,Q3,8,August,18,33
20100819,2010-08-19,2010,Q3,8,August,19,33
20100820,2010-08-20,2010,Q3,8,August,20,33
20100822,2010-08-22,2010,Q3,8,August,22,33
20100823,2010-08-23,2010,Q3,8,August,23,34
20100824,2010-08-24,2010,Q3,8,August,24,34
20100825,2010-08-25,2010,Q3,8,August,25,34
20100826,2010-08-26,2010,Q3,8,August,26,34
20100827,2010-08-27,2010,Q3,8,August,27,34
20100829,2010-08-29,2010,Q3,8,August,29,34
20100831,2010-08-31,2010,Q3,8,August,31,35
20100901,2010-09-01,2010,Q3,9,September,1,35
20100902,2010-09-02,2010,Q3,9,September,2,35
20100903,2010-09-03,2010,Q3,9,September,3,35
20100905,2010-09-05,2010,Q3,9,September,5,35
20100906,2010-09-06,2010,Q3,9,September,6,36
20100907,2010-09-07,2010,Q3,9,September,7,36
20100908,2010-09-08,2010,Q3,9,September,8,36
20100909,2010-09-09,2010,Q3,9,September,9,36
20100910,2010-09-10,2010,Q3,9,September,10,36
20100912,2010-09-12,2010,Q3,9,September,12,36
20100913,2010-09-13,2010,Q3,9,September,13,37
20100914,2010-09-14,2010,Q3,9,September,14,37
20100915,2010-09-15,2010,Q3,9,September,15,37
20100916,2010-09-16,2010,Q3,9,September,16,37
20100917,2010-09-17,2010,Q3,9,September,17,37
20100919,2010-09-19,2010,Q3,9,September,19,37
20100920,2010-09-20,2010,Q3,9,September,20,38
20100921,2010-09-21,2010,Q3,9,September,21,38
20100922,2010-09-22,2010,Q3,9,September,22,38
20100923,2010-09-23,2010,Q3,9,September,23,38
20100924,2010-09-24,2010,Q3,9,September,24,38
20100926,2010-09-26,2010,Q3,9,September,26,38
20100927,2010-09-27,2010,Q3,9,September,27,39
20100928,2010-09-28,2010,Q3,9,September,28,39
20100929,2010-09-29,2010,Q3,9,September,29,39
20100930,2010-09-30,2010,Q3,9,September,30,39
20101001,2010-10-01,2010,Q4,10,October,1,39
20101003,2010-10-03,2010,Q4,10,October,3,39
20101004,2010-10-04,2010,Q4,10,October,4,40
20101005,2010-10-05,2010,Q4,10,October,5,40
20101006,2010-10-06,2010,Q4,10,October,6,40
20101007,2010-10-07,2010,Q4,10,October,7,40
20101008,2010-10-08,2010,Q4,10,October,8,40
20101010,2010-10-10,2010,Q4,10,October,10,40
20101011,2010-10-11,2010,Q4,10,October,11,41
20101012,2010-10-12,2010,Q4,10,October,12,41
20101013,2010-10-13,2010,Q4,10,October,13,41
20101014,2010-10-14,2010,Q4,10,October,14,41
20101015,2010-10-15,2010,Q4,10,October,15,41
20101017,2010-10-17,2010,Q4,10,October,17,41
20101018,2010-10-18,2010,Q4,10,October,18,42
20101019,2010-10-19,2010,Q4,10,October,19,42
20101020,2010-10-20,2010,Q4,10,October,20,42
20101021,2010-10-21,2010,Q4,10,October,21,42
20101022,2010-10-22,2010,Q4,10,October,22,42
20101024,2010-10-24,2010,Q4,10,October,24,42
20101025,2010-10-25,2010,Q4,10,October,25,43
20101026,2010-10-26,2010,Q4,10,October,26,43
20101027,2010-10-27,2010,Q4,10,October,27,43
20101028,2010-10-28,2010,Q4,10,October,28,43
20101029,2010-10-29,2010,Q4,10,October,29,43
20101031,2010-10-31,2010,Q4,10,October,31,43
20101101,2010-11-01,2010,Q4,11,November,1,44
20101102,2010-11-02,2010,Q4,11,November,2,44
20101103,2010-11-03,2010,Q4,11,November,3,44
20101104,2010-11-04,2010,Q4,11,November,4,44
20101105,2010-11-05,2010,Q4,11,November,5,44
20101107,2010-11-07,2010,Q4,11,November,7,44
20101108,2010-11-08,2010,Q4,11,November,8,45
20101109,2010-11-09,2010,Q4,11,November,9,45
20101110,2010-11-10,2010,Q4,11,November,10,45
20101111,2010-11-11,2010,Q4,11,November,11,45
20101112,2010-11-12,2010,Q4,11,November,12,45
20101114,2010-11-14,2010,Q4,11,November,14,45
20101115,2010-11-15,2010,Q4,11,November,15,46
20101116,2010-11-16,2010,Q4,11,November,16,46
20101117,2010-11-17,2010,Q4,11,November,17,46
20101118,2010-11-18,2010,Q4,11,November,18,46
20101119,2010-11-19,2010,Q4,11,November,19,46
20101121,2010-11-21,2010,Q4,11,November,21,46
20101122,2010-11-22,2010,Q4,11,November,22,47
20101123,2010-11-23,2010,Q4,11,November,23,47
20101124,2010-11-24,2010,Q4,11,November,24,47
20101125,2010-11-25,2010,Q4,11,November,25,47
20101126,2010-11-26,2010,Q4,11,November,26,47
20101128,2010-11-28,2010,Q4,11,November,28,47
20101129,2010-11-29,2010,Q4,11,November,29,48
20101130,2010-11-30,2010,Q4,11,November,30,48
20101201,2010-12-01,2010,Q4,12,December,1,48
20101202,2010-12-02,2010,Q4,12,December,2,48
20101203,2010-12-03,2010,Q4,12,December,3,48
20101205,2010-12-05,2010,Q4,12,December,5,48
20101206,2010-12-06,2010,Q4,12,December,6,49
20101207,2010-12-07,2010,Q4,12,December,7,49
20101208,2010-12-08,2010,Q4,12,December,8,49
20101209,2010-12-09,2010,Q4,12,December,9,49
20101210,2010-12-10,2010,Q4,12,December,10,49
20101212,2010-12-12,2010,Q4,12,December,12,49
20101213,2010-12-13,2010,Q4,12,December,13,50
20101214,2010-12-14,2010,Q4,12,December,14,50
20101215,2010-12-15,2010,Q4,12,December,15,50
20101216,2010-12-16,2010,Q4,12,December,16,50
20101217,2010-12-17,2010,Q4,12,December,17,50
20101219,2010-12-19,2010,Q4,12,December,19,50
20101220,2010-12-20,2010,Q4,12,December,20,51
20101221,2010-12-21,2010,Q4,12,December,21,51
20101222,2010-12-22,2010,Q4,12,December,22,51
20101223,2010-12-23,2010,Q4,12,December,23,51
20110104,2011-01-04,2011,Q1,1,January,4,1
20110105,2011-01-05,2011,Q1,1,January,5,1
20110106,2011-01-06,2011,Q1,1,January,6,1
20110107,2011-01-07,2011,Q1,1,January,7,1
20110109,2011-01-09,2011,Q1,1,January,9,1
20110110,2011-01-10,2011,Q1,1,January,10,2
20110111,2011-01-11,2011,Q1,1,January,11,2
20110112,2011-01-12,2011,Q1,1,January,12,2
20110113,2011-01-13,2011,Q1,1,January,13,2
20110114,2011-01-14,2011,Q1,1,January,14,2
20110116,2011-01-16,2011,Q1,1,January,16,2
20110117,2011-01-17,2011,Q1,1,January,17,3
20110118,2011-01-18,2011,Q1,1,January,18,3
20110119,2011-01-19,2011,Q1,1,January,19,3
20110120,2011-01-20,2011,Q1,1,January,20,3
20110121,2011-01-21,2011,Q1,1,January,21,3
20110123,2011-01-23,2011,Q1,1,January,23,3
20110124,2011-01-24,2011,Q1,1,January,24,4
20110125,2011-01-25,2011,Q1,1,January,25,4
20110126,2011-01-26,2011,Q1,1,January,26,4
20110127,2011-01-27,2011,Q1,1,January,27,4
20110128,2011-01-28,2011,Q1,1,January,28,4
20110130,2011-01-30,2011,Q1,1,January,30,4
20110131,2011-01-31,2011,Q1,1,January,31,5
20110201,2011-02-01,2011,Q1,2,February,1,5
20110202,2011-02-02,2011,Q1,2,February,2,5
20110203,2011-02-03,2011,Q1,2,February,3,5
20110204,2011-02-04,2011,Q1,2,February,4,5
20110206,2011-02-06,2011,Q1,2,February,6,5
20110207,2011-02-07,2011,Q1,2,February,7,6
20110208,2011-02-08,2011,Q1,2,February,8,6
20110209,2011-02-09,2011,Q1,2,February,9,6
20110210,2011-02-10,2011,Q1,2,February,10,6
20110211,2011-02-11,2011,Q1,2,February,11,6
20110213,2011-02-13,2011,Q1,2,February,13,6
20110214,2011-02-14,2011,Q1,2,February,14,7
20110215,2011-02-15,2011,Q1,2,February,15,7
20110216,2011-02-16,2011,Q1,2,February,16,7
20110217,2011-02-17,2011,Q1,2,February,17,7
20110218,2011-02-18,2011,Q1,2,February,18,7
20110220,2011-02-20,2011,Q1,2,February,20,7
20110221,2011-02-21,2011,Q1,2,February,21,8
20110222,2011-02-22,2011,Q1,2,February,22,8
20110223,2011-02-23,2011,Q1,2,February,23,8
20110224,2011-02-24,2011,Q1,2,February,24,8
20110225,2011-02-25,2011,Q1,2,February,25,8
20110227,2011-02-27,2011,Q1,2,February,27,8
20110228,2011-02-28,2011,Q1,2,February,28,9
20110301,2011-03-01,2011,Q1,3,March,1,9
20110302,2011-03-02,2011,Q1,3,March,2,9
20110303,2011-03-03,2011,Q1,3,March,3,9
20110304,2011-03-04,2011,Q1,3,March,4,9
20110306,2011-03-06,2011,Q1,3,March,6,9
20110307,2011-03-07,2011,Q1,3,March,7,10
20110308,2011-03-08,2011,Q1,3,March,8,10
20110309,2011-03-09,2011,Q1,3,March,9,10
20110310,2011-03-10,2011,Q1,3,March,10,10
20110311,2011-03-11,2011,Q1,3,March,11,10
20110313,2011-03-13,2011,Q1,3,March,13,10
20110314,2011-03-14,2011,Q1,3,March,14,11
20110315,2011-03-15,2011,Q1,3,March,15,11
20110316,2011-03-16,2011,Q1,3,March,16,11
20110317,2011-03-17,2011,Q1,3,March,17,11
20110318,2011-03-18,2011,Q1,3,March,18,11
20110320,2011-03-20,2011,Q1,3,March,20,11
20110321,2011-03-21,2011,Q1,3,March,21,12
20110322,2011-03-22,2011,Q1,3,March,22,12
20110323,2011-03-23,2011,Q1,3,March,23,12
20110324,2011-03-24,2011,Q1,3,March,24,12
20110325,2011-03-25,2011,Q1,3,March,25,12
20110327,2011-03-27,2011,Q1,3,March,27,12
20110328,2011-03-28,2011,Q1,3,March,28,13
20110329,2011-03-29,2011,Q1,3,March,29,13
20110330,2011-03-30,2011,Q1,3,March,30,13
20110331,2011-03-31,2011,Q1,3,March,31,13
20110401,2011-04-01,2011,Q2,4,April,1,13
20110403,2011-04-03,2011,Q2,4,April,3,13
20110404,2011-04-04,2011,Q2,4,April,4,14
20110405,2011-04-05,2011,Q2,4,April,5,14
20110406,2011-04-06,2011,Q2,4,April,6,14
20110407,2011-04-07,2011,Q2,4,April,7,14
20110408,2011-04-08,2011,Q2,4,April,8,14
20110410,2011-04-10,2011,Q2,4,April,10,14
20110411,2011-04-11,2011,Q2,4,April,11,15
20110412,2011-04-12,2011,Q2,4,April,12,15
20110413,2011-04-13,2011,Q2,4,April,13,15
20110414,2011-04-14,2011,Q2,4,April,14,15
20110415,2011-04-15,2011,Q2,4,April,15,15
20110417,2011-04-17,2011,Q2,4,April,17,15
20110418,2011-04-18,2011,Q2,4,April,18,16
20110419,2011-04-19,2011,Q2,4,April,19,16
20110420,2011-04-20,2011,Q2,4,April,20,16
20110421,2011-04-21,2011,Q2,4,April,21,16
20110426,2011-04-26,2011,Q2,4,April,26,17
20110427,2011-04-27,2011,Q2,4,April,27,17
20110428,2011-04-28,2011,Q2,4,April,28,17
20110501,2011-05-01,2011,Q2,5,May,1,17
20110503,2011-05-03,2011,Q2,5,May,3,18
20110504,2011-05-04,2011,Q2,5,May,4,18
20110505,2011-05-05,2011,Q2,5,May,5,18
20110506,2011-05-06,2011,Q2,5,May,6,18
20110508,2011-05-08,2011,Q2,5,May,8,18
20110509,2011-05-09,2011,Q2,5,May,9,19
20110510,2011-05-10,2011,Q2,5,May,10,19
20110511,2011-05-11,2011,Q2,5,May,11,19
20110512,2011-05-12,2011,Q2,5,May,12,19
20110513,2011-05-13,2011,Q2,5,May,13,19
20110515,2011-05-15,2011,Q2,5,May,15,19
20110516,2011-05-16,2011,Q2,5,May,16,20
20110517,2011-05-17,2011,Q2,5,May,17,20
20110518,2011-05-18,2011,Q2,5,May,18,20
20110519,2011-05-19,2011,Q2,5,May,19,20
20110520,2011-05-20,2011,Q2,5,May,20,20
20110522,2011-05-22,2011,Q2,5,May,22,20
20110523,2011-05-23,2011,Q2,5,May,23,21
20110524,2011-05-24,2011,Q2,5,May,24,21
20110525,2011-05-25,2011,Q2,5,May,25,21
20110526,2011-05-26,2011,Q2,5,May,26,21
20110527,2011-05-27,2011,Q2,5,May,27,21
20110529,2011-05-29,2011,Q2,5,May,29,21
20110531,2011-05-31,2011,Q2,5,May,31,22
20110601,2011-06-01,2011,Q2,6,June,1,22
20110602,2011-06-02,2011,Q2,6,June,2,22
20110603,2011-06-03,2011,Q2,6,June,3,22
20110605,2011-06-05,2011,Q2,6,June,5,22
20110606,2011-06-06,2011,Q2,6,June,6,23
20110607,2011-06-07,2011,Q2,6,June,7,23
20110608,2011-06-08,2011,Q2,6,June,8,23
20110609,2011-06-09,2011,Q2,6,June,9,23
20110610,2011-06-10,2011,Q2,6,June,10,23
20110612,2011-06-12,2011,Q2,6,June,12,23
20110613,2011-06-13,2011,Q2,6,June,13,24
20110614,2011-06-14,2011,Q2,6,June,14,24
20110615,2011-06-15,2011,Q2,6,June,15,24
20110616,2011-06-16,2011,Q2,6,June,16,24
20110617,2011-06-17,2011,Q2,6,June,17,24
20110619,2011-06-19,2011,Q2,6,June,19,24
20110620,2011-06-20,2011,Q2,6,June,20,25
20110621,2011-06-21,2011,Q2,6,June,21,25
20110622,2011-06-22,2011,Q2,6,June,22,25
20110623,2011-06-23,2011,Q2,6,June,23,25
20110624,2011-06-24,2011,Q2,6,June,24,25
20110626,2011-06-26,2011,Q2,6,June,26,25
20110627,2011-06-27,2011,Q2,6,June,27,26
20110628,2011-06-28,2011,Q2,6,June,28,26
20110629,2011-06-29,2011,Q2,6,June,29,26
20110630,2011-06-30,2011,Q2,6,June,30,26
20110701,2011-07-01,2011,Q3,7,July,1,26
20110703,2011-07-03,2011,Q3,7,July,3,26
20110704,2011-07-04,2011,Q3,7,July,4,27
20110705,2011-07-05,2011,Q3,7,July,5,27
20110706,2011-07-06,2011,Q3,7,July,6,27
20110707,2011-07-07,2011,Q3,7,July,7,27
20110708,2011-07-08,2011,Q3,7,July,8,27
20110710,2011-07-10,2011,Q3,7,July,10,27
20110711,2011-07-11,2011,Q3,7,July,11,28
20110712,2011-07-12,2011,Q3,7,July,12,28
20110713,2011-07-13,2011,Q3,7,July,13,28
20110714,2011-07-14,2011,Q3,7,July,14,28
20110715,2011-07-15,2011,Q3,7,July,15,28
20110717,2011-07-17,2011,Q3,7,July,17,28
20110718,2011-07-18,2011,Q3,7,July,18,29
20110719,2011-07-19,2011,Q3,7,July,19,29
20110720,2011-07-20,2011,Q3,7,July,20,29
20110721,2011-07-21,2011,Q3,7,July,21,29
20110722,2011-07-22,2011,Q3,7,July,22,29
20110724,2011-07-24,2011,Q3,7,July,24,29
20110725,2011-07-25,2011,Q3,7,July,25,30
20110726,2011-07-26,2011,Q3,7,July,26,30
20110727,2011-07-27,2011,Q3,7,July,27,30
20110728,2011-07-28,2011,Q3,7,July,28,30
20110729,2011-07-29,2011,Q3,7,July,29,30
20110731,2011-07-31,2011,Q3,7,July,31,30
20110801,2011-08-01,2011,Q3,8,August,1,31
20110802,2011-08-02,2011,Q3,8,August,2,31
20110803,2011-08-03,2011,Q3,8,August,3,31
20110804,2011-08-04,2011,Q3,8,August,4,31
20110805,2011-08-05,2011,Q3,8,August,5,31
20110807,2011-08-07,2011,Q3,8,August,7,31
20110808,2011-08-08,2011,Q3,8,August,8,32
20110809,2011-08-09,2011,Q3,8,August,9,32
20110810,2011-08-10,2011,Q3,8,August,10,32
20110811,2011-08-11,2011,Q3,8,August,11,32
20110812,2011-08-12,2011,Q3,8,August,12,32
20110814,2011-08-14,2011,Q3,8,August,14,32
20110815,2011-08-15,2011,Q3,8,August,15,33
20110816,2011-08-16,2011,Q3,8,August,16,33
20110817,2011-08-17,2011,Q3,8,August,17,33
20110818,2011-08-18,2011,Q3,8,August,18,33
20110819,2011-08-19,2011,Q3,8,August,19,33
20110821,2011-08-21,2011,Q3,8,August,21,33
20110822,2011-08-22,2011,Q3,8,August,22,34
20110823,2011-08-23,2011,Q3,8,August,23,34
20110824,2011-08-24,2011,Q3,8,August,24,34
20110825,2011-08-25,2011,Q3,8,August,25,34
20110826,2011-08-26,2011,Q3,8,August,26,34
20110828,2011-08-28,2011,Q3,8,August,28,34
20110830,2011-08-30,2011,Q3,8,August,30,35
20110831,2011-08-31,2011,Q3,8,August,31,35
20110901,2011-09-01,2011,Q3,9,September,1,35
20110902,2011-09-02,2011,Q3,9,September,2,35
20110904,2011-09-04,2011,Q3,9,September,4,35
20110905,2011-09-05,2011,Q3,9,September,5,36
20110906,2011-09-06,2011,Q3,9,September,6,36
20110907,2011-09-07,2011,Q3,9,September,7,36
20110908,2011-09-08,2011,Q3,9,September,8,36
20110909,2011-09-09,2011,Q3,9,September,9,36
20110911,2011-09-11,2011,Q3,9,September,11,36
20110912,2011-09-12,2011,Q3,9,September,12,37
20110913,2011-09-13,2011,Q3,9,September,13,37
20110914,2011-09-14,2011,Q3,9,September,14,37
20110915,2011-09-15,2011,Q3,9,September,15,37
20110916,2011-09-16,2011,Q3,9,September,16,37
20110918,2011-09-18,2011,Q3,9,September,18,37
20110919,2011-09-19,2011,Q3,9,September,19,38
20110920,2011-09-20,2011,Q3,9,September,20,38
20110921,2011-09-21,2011,Q3,9,September,21,38
